step,arc,vx,accept_0,accept_1,accept_2,accept_mean,dS_p10_0,dS_p10_1,dS_p10_2,dS_p10_mean,dS_p50_0,dS_p50_1,dS_p50_2,dS_p50_mean,d_cost_0,d_cost_1,d_cost_2,d_cost_mean,ess_final,ess_post_0,ess_post_1,ess_post_2,ess_post_mean,ess_pre_0,ess_pre_1,ess_pre_2,ess_pre_mean,evolve_attract_ess_0,evolve_attract_ess_1,evolve_attract_ess_2,evolve_attract_ess_mean,sigma_S_0,sigma_S_1,sigma_S_2,sigma_S_mean,sigma_S_bulk_0,sigma_S_bulk_1,sigma_S_bulk_2,sigma_S_bulk_mean,unique_anc0,w_max
285,4298.65,-24.3003,0.726,0.602,0.76,0.696,7.11671e+07,7.03936e+07,1.50022e+07,5.21876e+07,1.5298e+08,4.42759e+08,7.8917e+08,4.61637e+08,-8.69247e+07,-3.37028e+07,-2.44456e+07,-4.83577e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,1.4109e+08,2.62595e+08,4.00286e+08,2.6799e+08,3.30255e+07,1.60364e+08,2.4029e+08,1.4456e+08,5,1
286,4298.65,-24.1185,0.746,0.578,0.814,0.712667,6.32907e+07,4.66954e+07,2.82226e+07,4.60696e+07,1.44942e+08,2.29404e+08,1.27711e+08,1.67352e+08,-8.97396e+07,-3.03255e+07,-2.23865e+07,-4.74839e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,1.46175e+08,4.38979e+08,6.0825e+08,3.97802e+08,3.31744e+07,4.75752e+07,3.16298e+07,3.74598e+07,5,1
287,4296.76,-23.8725,0.71,0.652,0.812,0.724667,5.55952e+07,3.40105e+07,2.09884e+07,3.68647e+07,1.45469e+08,1.68701e+08,1.02602e+08,1.38924e+08,-8.91135e+07,-3.24925e+07,-2.5918e+07,-4.91747e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,1.87532e+08,5.9443e+08,7.7536e+08,5.19107e+08,3.5942e+07,4.42703e+07,2.54961e+07,3.52361e+07,5,1
288,4294.87,-23.8969,0.724,0.59,0.804,0.706,8.80152e+07,2.60032e+07,1.54455e+07,4.31546e+07,2.0082e+08,7.27541e+07,3.09382e+08,1.94319e+08,-1.24332e+08,-2.8357e+07,-2.13027e+07,-5.79973e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,2.30163e+08,4.46107e+08,7.82291e+08,4.86187e+08,4.71984e+07,1.88548e+07,6.11819e+07,4.24117e+07,5,1
289,4294.87,-23.6543,0.754,0.54,0.84,0.711333,8.47847e+07,3.82023e+07,2.4332e+07,4.91063e+07,1.95302e+08,1.70787e+08,1.30005e+08,1.65364e+08,-1.30233e+08,-2.56139e+07,-2.42726e+07,-6.004e+07,1,118,119,1,79.3333,1,1,1,1,1,1,1,1,2.91e+08,8.10138e+08,8.49204e+08,6.50114e+08,4.62991e+07,3.89169e+07,4.15222e+07,4.22461e+07,5,1
290,4292.98,-23.3861,0.754,0.558,0.804,0.705333,9.20338e+07,2.07396e+07,4.24331e+07,5.17355e+07,2.27003e+08,7.35147e+07,4.45444e+08,2.48654e+08,-1.52075e+08,-1.61598e+07,-2.22765e+07,-6.35038e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,3.40473e+08,8.05353e+08,9.3325e+08,6.93026e+08,5.74912e+07,2.06697e+07,1.08094e+08,6.2085e+07,5,1
291,4292.98,-23.0872,0.728,0.666,0.842,0.745333,9.9582e+07,1.93455e+07,1.7218e+07,4.53819e+07,2.33981e+08,1.87573e+08,1.99832e+08,2.07129e+08,-1.56336e+08,-5.28338e+07,-3.85229e+07,-8.25643e+07,1,119,118,1,79.3333,1,1,1,1,1,1,1,1,3.55699e+08,5.23199e+08,7.33305e+08,5.37401e+08,5.43872e+07,5.29535e+07,6.64575e+07,5.79327e+07,5,1
292,4291.09,-22.9911,0.71,0.586,0.702,0.666,1.50708e+08,2.21855e+07,1.6237e+06,5.81722e+07,3.12455e+08,1.12672e+08,3.23969e+08,2.49699e+08,-1.54059e+08,-2.41637e+07,-2.19235e+07,-6.67154e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,4.73376e+08,8.55644e+08,1.33061e+09,8.86543e+08,6.9348e+07,3.29383e+07,8.47133e+07,6.23332e+07,5,1
293,4289.2,-22.642,0.706,0.568,0.728,0.667333,1.19349e+08,1.74168e+07,7.20689e+06,4.79908e+07,2.92865e+08,1.89926e+08,2.26586e+08,2.36459e+08,-1.72264e+08,-3.2876e+07,-3.79975e+07,-8.10457e+07,1,118,119,1,79.3333,1,1,1,1,1,1,1,1,4.84734e+08,8.03069e+08,1.22144e+09,8.36413e+08,7.03927e+07,6.55804e+07,7.62855e+07,7.07528e+07,5,1
294,4289.2,-22.3183,0.688,0.596,0.666,0.65,1.35107e+08,1.8592e+07,5.97079e+06,5.32232e+07,3.10666e+08,1.43555e+08,1.23854e+08,1.92691e+08,-1.8311e+08,-2.69246e+07,-3.83874e+07,-8.28072e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,4.81683e+08,6.87135e+08,1.40158e+09,8.56801e+08,7.45481e+07,5.50096e+07,4.95305e+07,5.96961e+07,5,1
295,4287.31,-22.3699,0.748,0.66,0.664,0.690667,1.76077e+08,6.25815e+07,1.11824e+07,8.32803e+07,3.65546e+08,2.27818e+08,4.09804e+07,2.11448e+08,-2.21155e+08,-5.67543e+07,-3.62242e+07,-1.04711e+08,1,118,119,1,79.3333,1,1,1,1,1,1,1,1,5.30711e+08,7.90931e+08,1.30538e+09,8.75675e+08,7.72361e+07,5.16382e+07,9.6548e+06,4.61764e+07,5,1
296,4285.42,-22.4165,0.666,0.676,0.728,0.69,1.46374e+08,1.22904e+07,7.90561e+06,5.55232e+07,3.33724e+08,2.79804e+08,1.23298e+08,2.45609e+08,-1.98613e+08,-7.70551e+07,-2.78362e+07,-1.01168e+08,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,6.0176e+08,9.29122e+08,9.08042e+08,8.12975e+08,7.85149e+07,1.13635e+08,4.97333e+07,8.06278e+07,5,1
297,4285.42,-22.0419,0.752,0.702,0.786,0.746667,1.66611e+08,4.78298e+06,1.80925e+07,6.3162e+07,3.96309e+08,3.26421e+07,9.50541e+07,1.74668e+08,-2.6709e+08,-1.57125e+07,-1.9778e+07,-1.0086e+08,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,6.43466e+08,8.3228e+08,1.0944e+09,8.56715e+08,9.31151e+07,1.12024e+07,1.81123e+07,4.08099e+07,5,1
298,4283.54,-22.1034,0.702,0.756,0.708,0.722,1.6074e+08,4.22239e+06,1.56307e+07,6.01978e+07,4.13998e+08,1.19402e+08,3.15261e+07,1.88309e+08,-2.51911e+08,-5.00088e+07,-1.72037e+07,-1.06374e+08,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,7.20637e+08,9.47675e+08,1.06245e+09,9.10255e+08,9.58047e+07,4.64419e+07,7.1292e+06,4.97919e+07,5,1
299,4283.54,-21.793,0.708,0.696,0.792,0.732,1.26758e+08,2.5158e+07,1.26631e+07,5.48599e+07,2.99349e+08,8.82635e+07,3.06749e+07,1.39429e+08,-2.00053e+08,-4.24597e+07,-4.68058e+07,-9.64393e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,7.28316e+08,7.99175e+08,1.29351e+09,9.40335e+08,6.9278e+07,2.62357e+07,7.15284e+06,3.42222e+07,5,1
300,4281.65,-21.5191,0.658,0.756,0.676,0.696667,1.22196e+08,4.66298e+07,8.16667e+06,5.89973e+07,2.80103e+08,3.0633e+08,1.61557e+08,2.4933e+08,-1.80903e+08,-8.96395e+07,-2.95026e+07,-1.00015e+08,1,119,119,1,79.6666,1,1,1,1,1,1.00208,1,1.00069,7.09132e+08,9.60272e+08,1.53418e+09,1.06786e+09,6.32664e+07,5.83829e+07,3.23163e+07,5.13219e+07,5,1
301,4279.77,-21.3122,0.688,0.716,0.74,0.714667,1.24264e+08,3.90243e+07,1.76533e+07,6.03138e+07,2.84312e+08,1.87541e+08,8.81127e+07,1.86655e+08,-2.46838e+08,-7.31053e+07,-3.4196e+07,-1.18046e+08,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,5.61741e+08,6.67383e+08,9.45869e+08,7.24998e+08,6.41926e+07,5.59058e+07,2.92009e+07,4.97665e+07,5,1
302,4279.77,-21.1296,0.76,0.724,0.614,0.699333,1.18605e+08,433.539,1.06743e+07,4.30933e+07,2.6694e+08,128663,1.11616e+08,1.26228e+08,-2.50833e+08,-1.86647e+07,-1.39403e+07,-9.44794e+07,1,118,119,1,79.3333,1,30.0397,1,10.6799,1,30.9669,1,10.989,5.90863e+08,7.44015e+08,1.23076e+09,8.55214e+08,5.70748e+07,27428.4,3.56168e+07,3.09064e+07,5,1
303,4277.88,-20.9736,0.658,0.782,0.508,0.649333,8.69037e+07,985.305,2.49636e+07,3.72894e+07,1.93698e+08,453596,5.91627e+07,8.44381e+07,-1.28957e+08,-3.96652e+07,-1.49819e+07,-6.12014e+07,1,119,119,1,79.6666,1,4.68331,1,2.22777,1,3.84221,1,1.9474,5.1836e+08,6.37488e+08,6.11619e+08,5.89156e+08,4.44207e+07,142744,1.20298e+07,1.88644e+07,5,1
304,4277.88,-20.8456,0.604,0.642,0.572,0.606,8.37123e+07,501.639,5.77807e+07,4.71645e+07,1.90854e+08,1.03734e+06,9.70023e+07,9.62977e+07,-1.33042e+08,-2.26829e+07,-2.93824e+07,-6.17026e+07,1,238,119,1,119.333,2,24.7393,1,9.24645,1,26.5444,1,9.51481,4.94431e+08,2.63599e+08,5.70793e+08,4.42941e+08,4.68527e+07,243570,1.92594e+07,2.21186e+07,5,1
305,4276,-20.7728,0.61,0.676,0.632,0.639333,5.49173e+07,529.416,9.49352e+07,4.9951e+07,1.62592e+08,1.69337e+06,1.62696e+08,1.08994e+08,-1.22955e+08,-3.61845e+07,-3.17882e+07,-6.36426e+07,1,119,119,1,79.6666,1,21.3453,1,7.78175,1,27.8881,1,9.96271,4.57172e+08,5.56704e+08,8.02492e+08,6.05456e+08,4.28617e+07,375573,3.21156e+07,2.51176e+07,5,1
306,4276,-20.6913,0.67,0.532,0.59,0.597333,8.44467e+06,539.221,5.08569e+07,1.97674e+07,9.40061e+07,2046.78,1.00059e+08,6.4689e+07,-1.10369e+08,-9.99995e+06,-1.45676e+07,-4.4979e+07,1,119,119,1,79.6667,1.97073,26.332,1,9.76758,1.39662,41.4667,1,14.6211,3.36329e+08,4.6482e+08,6.76412e+08,4.9252e+08,3.0242e+07,529.167,2.18421e+07,1.73615e+07,6,1
307,4274.12,-20.6528,0.724,0.634,0.498,0.618667,37148.6,397.484,8.91741e+07,2.97372e+07,5.94422e+07,3515.48,1.47568e+08,6.90047e+07,-1.28193e+08,-1.59923e+07,-1.90368e+07,-5.44074e+07,1,119.03,119,1,79.6767,1.00033,38.1124,1,13.3709,2.25291,47.9773,1,17.0767,3.10365e+08,3.94943e+08,3.79011e+08,3.6144e+08,1.84069e+07,1266.73,2.71099e+07,1.51727e+07,8,1
308,4272.24,-20.6129,0.618,0.562,0.596,0.592,5739.2,410.311,3.54103e+07,1.18055e+07,5.28492e+07,2373.82,1.14895e+08,5.59155e+07,-7.41468e+07,-5.16802e+06,-2.10009e+07,-3.34386e+07,2.27906,119.35,123.971,2.27906,81.8668,1.00294,40.3876,2.27906,14.5565,3.24822,65.8269,1.39677,23.4906,2.63199e+08,4.15685e+08,3.63141e+08,3.47342e+08,1.71437e+07,542.152,3.43132e+07,1.71525e+07,7,0.628411
309,4272.24,-20.5213,0.632,0.656,0.63,0.639333,6317.57,687.709,2.79283e+07,9.31176e+06,5.16389e+07,3838.83,1.03702e+08,5.17815e+07,-6.52441e+07,-2.41727e+07,-2.85508e+07,-3.93225e+07,1,120.156,119.443,1,80.1998,1.12534,10.4601,1,4.19515,1.62195,39.8471,1,14.1563,1.96103e+08,2.91395e+08,5.77254e+08,3.54917e+08,1.66239e+07,643.337,2.83051e+07,1.49765e+07,5,1
310,4270.36,-20.428,0.718,0.614,0.586,0.639333,6082.44,457.943,1.49062e+07,4.97092e+06,4.79128e+07,2869.91,1.0762e+08,5.18451e+07,-8.48476e+07,-2.50657e+07,-2.0278e+07,-4.33971e+07,2.34254,119.109,119.029,2.34254,80.1603,1.00092,34.4505,2.76142,12.7376,2.04297,48.6073,1.39992,17.3501,1.14665e+08,2.2372e+08,6.18169e+08,3.18851e+08,1.52273e+07,897.237,3.59172e+07,1.70485e+07,5,0.582572
311,4270.36,-20.2427,0.6,0.606,0.606,0.604,319854,384.748,1.98338e+07,6.71801e+06,5.9463e+07,3694.51,1.48888e+08,6.94514e+07,-5.16072e+07,-1.41344e+07,-2.94746e+07,-3.17387e+07,1.10188,122.354,119.052,1.10188,80.8358,1.43974,42.0241,1.10188,14.8552,1.87902,49.6756,1.19147,17.582,7.10516e+07,2.3302e+08,5.87791e+08,2.97288e+08,1.92866e+07,767.031,3.91003e+07,1.94626e+07,6,0.951409
312,4268.48,-19.9373,0.662,0.586,0.54,0.596,4.35173e+06,484.727,3.19084e+07,1.20869e+07,7.66915e+07,3058.7,1.61216e+08,7.93035e+07,-7.35021e+07,-2.28056e+07,-3.88431e+07,-4.50503e+07,1.96361,119.056,119,1.96361,80.0067,1.00051,30.3733,1.96361,11.1125,1.41164,46.0881,1.3954,16.2984,7.31115e+07,6.85274e+07,2.57989e+08,1.33209e+08,2.50582e+07,910.083,4.69792e+07,2.40128e+07,6,0.665682
313,4268.48,-19.6113,0.622,0.624,0.614,0.62,1.45497e+06,605.268,5.24744e+07,1.79767e+07,6.86935e+07,2605.83,9.69218e+07,5.5206e+07,-6.33656e+07,-2.51631e+07,-2.15591e+07,-3.66959e+07,1,154.647,119.008,1,91.5519,1.32372,19.6971,1,7.34028,1.4932,33.1863,1,11.8932,7.03978e+07,1.84885e+08,2.5807e+08,1.71118e+08,2.22631e+07,779.519,2.20185e+07,1.47608e+07,5,1
314,4266.6,-19.2076,0.626,0.652,0.636,0.638,1.98292e+06,476.764,2.45143e+07,8.83257e+06,6.30205e+07,2230.99,9.41369e+07,5.23866e+07,-6.35077e+07,-2.659e+07,-3.85151e+07,-4.28709e+07,1,118,118.001,1,79.0005,1.00076,30.822,1,10.9409,1.7057,32.889,1,11.8649,6.3705e+07,1.447e+08,3.55005e+08,1.87803e+08,2.05657e+07,554.924,2.35141e+07,1.46935e+07,5,1
315,4266.6,-18.8155,0.72,0.63,0.668,0.672667,6016.05,475.404,6.2796e+07,2.09342e+07,4.71866e+07,1.44171e+08,5.04731e+08,2.3203e+08,-7.59768e+07,-4.49377e+07,-4.76427e+07,-5.61858e+07,1,25.2348,119,1,48.4116,1.00938,27.4112,1,9.80685,2.57737,28.9001,1,10.8258,5.70833e+07,2.2754e+08,5.5508e+08,2.79901e+08,1.51054e+07,2.5371e+07,1.0857e+08,4.9682e+07,5,1
316,4264.71,-18.4398,0.646,0.672,0.592,0.636667,4079.14,558.396,2.10612e+07,7.02195e+06,4.20794e+07,89138.8,5.5583e+07,3.25838e+07,-6.64191e+07,-3.83935e+07,-2.0057e+07,-4.16232e+07,1,122.629,123.5,1,82.3764,1.35106,21.2399,1,7.86364,2.70229,25.778,1,9.82677,5.8714e+07,2.06984e+08,5.26635e+08,2.64111e+08,1.33615e+07,6707.19,1.25805e+07,8.64958e+06,8,1
317,4264.71,-17.9711,0.68,0.624,0.644,0.649333,4392.49,1058.78,4.38748e+07,1.46268e+07,1.28653e+07,1726.81,8.61521e+07,3.30064e+07,-5.20372e+07,-2.43319e+07,-3.0547e+07,-3.56387e+07,1,128.144,130.509,1,86.5508,1.99343,1.57804,1,1.52382,4.2767,44.4216,1,16.5661,4.71609e+07,1.84451e+08,4.54679e+08,2.28764e+08,3.32674e+06,269.977,1.96027e+07,7.64322e+06,7,1
318,4262.83,-17.3913,0.56,0.65,0.674,0.628,4341.88,494.863,6.88609e+07,2.29552e+07,1.9761e+07,3251.29,1.28623e+08,4.94625e+07,-4.6303e+07,-1.88834e+07,-3.08853e+07,-3.20239e+07,1,120.321,121.156,1,80.8254,1.01863,29.5554,1,10.5247,4.19135,30.9455,1,12.0456,5.13373e+07,2.18407e+08,4.71537e+08,2.47094e+08,5.38344e+06,990.225,2.97262e+07,1.17035e+07,6,1
319,4262.83,-16.6981,0.636,0.606,0.642,0.628,3542.45,450.492,3.94502e+07,1.31514e+07,8.64655e+06,2523.04,9.24328e+07,3.3694e+07,-5.96674e+07,-1.22204e+07,-2.27635e+07,-3.15504e+07,1.03796,167.41,124.913,1.03796,97.787,1.40712,38.1211,2.14821,13.8921,6.07314,36.3531,1,14.4754,5.541e+07,1.04594e+08,2.51617e+08,1.37207e+08,1.94476e+06,628.711,2.3178e+07,8.37445e+06,8,0.981408
320,4260.95,-16.1177,0.57,0.552,0.504,0.542,3564.55,410.707,333490,112488,484520,1052.75,5.92974e+07,1.99277e+07,-3.95252e+07,-1.4831e+07,-1.49789e+07,-2.31117e+07,12.573,120.802,123.032,12.573,85.469,1.01663,56.0455,11.1216,22.7279,7.21086,59.1466,5.98073,24.1127,4.19326e+07,6.76966e+07,1.89796e+08,9.98083e+07,54309.8,220.105,2.04078e+07,6.82078e+06,7,0.134414
321,4260.95,-15.3713,0.56,0.584,0.62,0.588,3340.2,446.277,9.17148e+06,3.05842e+06,625312,1.70595e+07,5.11767e+07,2.29538e+07,-4.6653e+07,-2.00718e+07,-3.00334e+07,-3.22528e+07,1.70195,121.343,179.929,1.70195,100.991,1.01993,31.0472,1.70956,11.2589,8.75434,32.501,2.10619,14.4538,4.42129e+07,2.72539e+08,5.16281e+08,2.77678e+08,67872.2,3.32248e+06,1.51032e+07,6.16452e+06,5,0.755285
322,4259.07,-14.5534,0.62,0.642,0.63,0.630667,3930.41,534.402,777.752,1747.52,8.13741e+06,1.4061e+06,6.04378e+07,2.33271e+07,-5.20178e+07,-2.78132e+07,-2.80582e+07,-3.59631e+07,6.11648,119.073,118.004,6.11648,81.0647,1.0095,24.6477,8.0799,11.2457,5.12943,37.4763,10.4491,17.6849,5.13535e+07,2.55226e+08,5.30523e+08,2.79034e+08,1.95217e+06,150260,1.40829e+07,5.3951e+06,5,0.351536
323,4259.07,-14.0127,0.57,0.752,0.53,0.617333,3491.29,380.092,157810,53893.9,57245.9,3.12913e+06,3.04884e+07,1.12249e+07,-4.4205e+07,-2.67219e+07,-1.46838e+07,-2.85369e+07,6.27383,118.614,129.754,6.27383,84.8805,1.00651,41.599,6.5806,16.3954,10.0829,23.4404,6.7565,13.4266,6.65129e+07,1.74157e+08,4.05215e+08,2.15295e+08,4175.77,600454,9.41338e+06,3.33934e+06,5,0.260296
324,4257.19,-13.2521,0.584,0.596,0.49,0.556667,2521.73,1108.61,768.136,1466.16,6889.23,1.05386e+07,1.86977e+07,9.74774e+06,-4.1276e+07,-1.93344e+07,-1.10802e+07,-2.38969e+07,18.4316,122.916,119.002,18.4316,86.7834,2.31007,26.5471,18.4324,15.7632,11.852,18.7637,18.8797,16.4985,6.09221e+07,2.37074e+08,4.12608e+08,2.36868e+08,1649.84,2.76386e+06,4.62068e+06,2.46206e+06,8,0.130132
325,4257.19,-12.5787,0.57,0.614,0.546,0.576667,2788.7,316.676,613.226,1239.53,6960.03,625591,2727.47,211759,-3.8797e+07,-1.80731e+07,-1.20132e+07,-2.29611e+07,15.5361,148.081,124.564,15.5361,96.0604,1.2777,61.9956,18.9898,27.4211,12.7308,19.8065,38.8417,23.793,6.52123e+07,3.14539e+08,6.39418e+08,3.39723e+08,1506.35,93807.5,701.087,32005,9,0.136179
326,4257.19,-11.7107,0.578,0.562,0.606,0.582,1973.3,2027.67,501.563,1500.84,5256.38,2.96763e+07,2203,9.89459e+06,-4.24641e+07,-2.40869e+07,-1.74313e+07,-2.79941e+07,30.4769,123.893,165.013,30.4769,106.461,2.01745,9.82489,24.9985,12.2803,17.7171,9.78754,33.4389,20.3145,5.1172e+07,2.97547e+08,5.2507e+08,2.91263e+08,1188.03,8.9424e+06,628.472,2.9814e+06,7,0.0895474
327,4255.31,-11.0144,0.628,0.572,0.546,0.582,1637.39,336.838,887.839,954.022,5371.33,4.3312e+07,1.75622e+06,1.50245e+07,-4.26999e+07,-2.31182e+07,-1.21728e+07,-2.5997e+07,11.1424,291.992,153.853,11.1424,152.329,3.19495,46.2231,11.4653,20.2945,16.0972,16.5974,22.3176,18.3374,9.79081e+07,1.4168e+08,1.45861e+08,1.28483e+08,1332.15,1.19438e+07,401609,4.11557e+06,8,0.212922
328,4255.31,-10.2434,0.594,0.536,0.53,0.553333,1197.16,778.566,479.741,818.491,4245.49,1870.48,1991.94,2702.64,-4.04701e+07,-7.55487e+06,-8.17306e+06,-1.87327e+07,30.0843,380.761,340.349,30.0843,250.398,4.74081,10.2326,30.778,15.2505,22.7651,47.4406,56.0604,42.0887,7.04459e+07,3.48927e+08,6.97913e+08,3.72429e+08,1069.36,420.608,602.334,697.433,8,0.0952203
329,4253.43,-9.64526,0.542,0.592,0.534,0.556,910.766,1317.28,482.907,903.652,4178.1,8.40196e+06,1271.5,2.80247e+06,-2.78557e+07,-1.80891e+07,-4.84544e+06,-1.69301e+07,33.3033,331.271,207.271,33.3033,190.615,9.37448,3.37065,29.285,14.01,23.6675,23.3869,62.1201,36.3915,9.88568e+07,2.38859e+08,4.04623e+08,2.47446e+08,1045.34,2.02098e+06,278.454,674101,7,0.0691164
330,4253.43,-8.82368,0.568,0.604,0.552,0.574667,1576.81,766.887,542.393,962.031,3473.78,2.71391e+07,2136.19,9.04823e+06,-3.43558e+07,-2.57017e+07,-1.24918e+07,-2.41831e+07,28.1913,122.714,122.738,28.1913,91.2145,1.03941,6.79648,28.9955,12.2771,31.0219,18.2734,47.9418,32.4124,1.02822e+08,2.36358e+08,5.41797e+08,2.93659e+08,673.009,7.34485e+06,598.994,2.44871e+06,11,0.0898068
331,4251.55,-7.73051,0.582,0.62,0.542,0.581333,1958.12,404.971,744.565,1035.89,3926.62,2.22152e+06,2776.79,742740,-3.87625e+07,-2.49734e+07,-1.28474e+07,-2.55278e+07,16.4549,127.214,119.476,16.4549,87.715,1.07294,37.5237,16.4583,18.3517,28.5409,17.4315,45.2459,30.4061,1.81492e+08,3.62549e+08,5.81989e+08,3.75343e+08,725.043,472265,768.784,157919,6,0.146797
332,4251.55,-6.89121,0.552,0.636,0.542,0.576667,880.695,888.496,774.861,848.018,3080.03,8.12972e+07,1610.97,2.71006e+07,-2.74826e+07,-3.25831e+07,-9.10612e+06,-2.30573e+07,14.3805,405.975,257.072,14.3805,225.809,9.10513,8.75974,14.7168,10.8606,27.9829,7.40714,59.2457,31.5452,2.09317e+08,3.30379e+08,5.2673e+08,3.55475e+08,721.904,2.75495e+07,394.346,9.18355e+06,7,0.149305
333,4251.55,-6.13296,0.574,0.526,0.522,0.540667,2145.53,1667.93,586.402,1466.62,4753.36,6.16002e+07,3128.73,2.0536e+07,-3.55184e+07,-2.44497e+07,-1.1129e+07,-2.3699e+07,20.907,119.208,222.122,20.907,120.745,1.00262,4.94594,20.9577,8.96874,22.0337,19.1822,45.7145,28.9768,2.39491e+08,3.66309e+08,4.40258e+08,3.48686e+08,878.565,1.49032e+07,953.063,4.96834e+06,10,0.125226
334,4249.67,-5.54524,0.578,0.616,0.528,0.574,988.234,697.232,507.29,730.919,3525.63,2.47606e+07,1470.1,8.25518e+06,-4.01767e+07,-2.74825e+07,-6.26682e+06,-2.4642e+07,23.2411,442.404,128,23.2411,197.882,8.43371,21.5103,27.8937,19.2792,25.4735,19.1623,52.1287,32.2548,1.39534e+08,1.581e+08,1.74813e+08,1.57482e+08,855.993,5.66573e+06,373.23,1.88899e+06,10,0.107685
335,4249.67,-4.9227,0.584,0.586,0.552,0.574,1106.41,850.504,572.817,843.242,4146.01,2087.7,1562.79,2598.83,-3.65389e+07,-1.53742e+07,-5.13406e+06,-1.90157e+07,22.4002,263.218,118.98,22.4002,134.866,3.54193,18.5762,23.4308,15.183,24.6534,42.7298,56.3026,41.2286,1.33283e+08,9.87905e+07,8.03492e+07,1.04141e+08,886.238,454.582,395.925,578.915,9,0.0846537
336,4247.79,-4.2814,0.578,0.512,0.486,0.525333,924.055,262.379,441.004,542.479,3725.75,837341,1925.61,280997,-2.76532e+07,-1.55002e+07,-6.11e+06,-1.64212e+07,20.6718,361.852,151.951,20.6718,178.158,8.14697,49.7134,36.7711,31.5438,22.3846,26.6056,60.8623,36.6175,1.8878e+08,4.39062e+08,6.00022e+08,4.09288e+08,938.505,106330,465.923,35911.6,7,0.146301
337,4247.79,-3.60514,0.574,0.568,0.534,0.558667,1103.33,497.174,462.979,687.827,3523.57,2253.05,2405.29,2727.3,-3.70181e+07,-1.61302e+07,-1.20475e+07,-2.17319e+07,20.119,232.72,120.237,20.119,124.359,4.76578,25.5562,29.1896,19.8372,22.1167,35.8838,39.0082,32.3362,1.40501e+08,1.84036e+08,2.40888e+08,1.88475e+08,852.454,606.5,652.767,703.907,6,0.122579
338,4247.79,-2.58176,0.572,0.578,0.524,0.558,841.727,634.164,644.742,706.878,2966.09,1.05378e+07,1448.69,3.51408e+06,-3.68646e+07,-2.2057e+07,-6.73784e+06,-2.18865e+07,14.3729,348.179,119.913,14.3729,160.822,7.99225,20.5031,18.4286,15.6413,28.2881,29.1297,52.959,36.7923,2.13664e+08,1.72946e+08,2.02471e+08,1.9636e+08,734.217,2.20327e+06,340.428,734780,11,0.166958
339,4245.91,-1.90362,0.556,0.526,0.5,0.527333,851.438,705.227,714.789,757.151,3216.33,3547.43,1736.44,2833.4,-3.43091e+07,-2.03583e+07,-9.02327e+06,-2.12302e+07,8.75853,267.689,181.192,8.75853,152.547,6.21682,12.2214,11.7949,10.0777,27.6108,31.846,51.8247,37.0938,1.62156e+08,3.74085e+08,4.69649e+08,3.35297e+08,838.71,671.504,402.469,637.561,10,0.267529
340,4245.91,-1.06893,0.556,0.614,0.556,0.575333,1469.88,1281.13,353.333,1034.78,3692.86,1.04514e+07,1382.23,3.4855e+06,-3.12e+07,-2.88941e+07,-8.13858e+06,-2.27442e+07,38.4672,184.987,120.63,38.4672,114.695,3.43637,1.53483,41.2685,15.4132,27.9399,19.0649,51.2947,32.7665,2.03858e+08,5.07017e+08,5.67437e+08,4.26104e+08,875.988,2.86035e+06,404.248,953875,7,0.048085
341,4245.91,-0.403456,0.586,0.604,0.538,0.576,937.695,803.01,709.091,816.599,3032.56,3.05189e+07,1647.96,1.01745e+07,-3.29603e+07,-2.3332e+07,-4.32951e+06,-2.02072e+07,19.7416,347.361,147.328,19.7416,171.477,8.18563,11.9541,20.5525,13.5641,28.1128,17.0077,61.7946,35.6384,1.59238e+08,5.51133e+08,7.19551e+08,4.76641e+08,770.022,8.92367e+06,430.337,2.97496e+06,11,0.120586
342,4244.03,0.309434,0.612,0.56,0.53,0.567333,954.555,545.137,421.778,640.49,3049.18,1813.37,1408.91,2090.49,-4.09416e+07,-2.51286e+07,-7.50413e+06,-2.45248e+07,32.9163,269.533,153.559,32.9163,152.003,10.4774,22.021,40.034,24.1775,27.0119,33.4528,57.51,39.3249,1.33303e+08,3.05782e+08,2.46151e+08,2.28412e+08,793.36,405.903,377.369,525.544,16,0.0748504
343,4244.03,0.903202,0.574,0.584,0.448,0.535333,1201.41,632.719,387.353,740.492,3258.65,1704.1,1261.18,2074.64,-3.39435e+07,-2.16414e+07,-4.39006e+06,-1.99917e+07,36.3469,251.348,121.732,36.3469,136.476,5.4371,26.4982,43.071,25.0021,26.9732,46.2275,55.3397,42.8468,1.34408e+08,3.16033e+08,4.21947e+08,2.90796e+08,805.303,456.618,318.816,526.912,9,0.0786157
